,0,1,2,3
185,2.0,1.0,38.0,14483.0
186,1.0,2.0,32.0,2616.0
187,3.0,2.0,47.0,199436.0
188,2.0,1.0,34.0,0.0
189,2.0,2.0,31.0,21703.0
190,1.0,2.0,32.0,59901.0
191,1.0,2.0,27.0,19625.0
192,1.0,2.0,29.0,11386.0
193,1.0,2.0,24.0,14670.0
194,2.0,1.0,36.0,47790.0
195,1.0,2.0,24.0,36166.0
196,2.0,1.0,34.0,0.0
197,1.0,2.0,22.0,18553.0
198,1.0,1.0,34.0,412.0
199,3.0,2.0,22.0,29010.0
200,1.0,1.0,38.0,750.0
201,1.0,2.0,31.0,27123.0
202,1.0,2.0,26.0,13424.0
203,2.0,2.0,26.0,107314.0
204,2.0,1.0,48.0,226430.0
205,3.0,1.0,43.0,227.0
206,1.0,1.0,47.0,390.0
207,2.0,1.0,41.0,3088.0
208,2.0,2.0,24.0,81625.0
209,1.0,1.0,50.0,8872.0
210,1.0,2.0,24.0,105607.0
211,1.0,1.0,38.0,0.0
212,3.0,1.0,43.0,38257.0
213,2.0,2.0,39.0,28347.0
214,2.0,2.0,27.0,296573.0
215,3.0,1.0,42.0,390.0
216,2.0,1.0,36.0,-946.0
217,2.0,2.0,36.0,79278.0
218,3.0,0.0,31.0,89989.0
219,1.0,2.0,38.0,1424.0
220,1.0,1.0,40.0,105167.0
221,3.0,2.0,45.0,335196.0
222,2.0,2.0,35.0,291619.0
223,2.0,2.0,33.0,91653.0
224,3.0,2.0,37.0,52626.0
225,1.0,2.0,28.0,130370.0
226,3.0,1.0,44.0,3265.0
227,2.0,1.0,37.0,16455.0
228,2.0,2.0,23.0,49758.0
229,3.0,2.0,24.0,19154.0
230,1.0,2.0,24.0,35084.0
231,2.0,2.0,23.0,20235.0
232,2.0,1.0,26.0,102800.0
233,2.0,2.0,34.0,129801.0
234,2.0,1.0,33.0,58203.0
235,1.0,2.0,35.0,7988.0
236,2.0,2.0,27.0,127402.0
237,1.0,2.0,31.0,1440.0
238,3.0,1.0,50.0,234205.0
239,2.0,3.0,41.0,19346.0
240,1.0,2.0,28.0,21501.0
241,1.0,2.0,39.0,47174.0
242,2.0,2.0,27.0,26655.0
243,1.0,2.0,32.0,3139.0
244,1.0,2.0,40.0,142.0
245,2.0,2.0,40.0,19816.0
246,2.0,1.0,75.0,52874.0
247,2.0,2.0,27.0,37767.0
248,1.0,2.0,25.0,46140.0
249,3.0,1.0,46.0,35713.0
250,2.0,2.0,26.0,50867.0
251,2.0,2.0,28.0,29242.0
252,2.0,2.0,26.0,101551.0
253,1.0,2.0,28.0,70243.0
254,2.0,2.0,29.0,19532.0
255,2.0,1.0,25.0,27699.0
256,2.0,1.0,48.0,1154.0
257,2.0,1.0,33.0,8015.0
258,3.0,1.0,43.0,62170.0
259,1.0,1.0,48.0,210380.0
260,1.0,2.0,29.0,78331.0
261,2.0,2.0,29.0,49276.0
262,1.0,1.0,38.0,4473.0
263,1.0,2.0,37.0,2283.0
264,1.0,2.0,37.0,10115.0
265,2.0,1.0,25.0,6156.0
266,3.0,2.0,23.0,6974.0
267,3.0,2.0,49.0,89003.0
268,1.0,2.0,48.0,34871.0
269,2.0,2.0,27.0,13694.0
270,3.0,2.0,32.0,70003.0
271,1.0,1.0,34.0,1082.0
272,1.0,2.0,58.0,0.0
273,2.0,2.0,33.0,11253.0
274,2.0,2.0,28.0,0.0
275,2.0,2.0,36.0,68699.0
276,1.0,1.0,40.0,171.0
277,1.0,2.0,26.0,1156.0
278,3.0,1.0,33.0,50859.0
279,2.0,1.0,31.0,103109.0
280,1.0,2.0,27.0,1512.0
281,2.0,1.0,44.0,127543.0
282,3.0,2.0,30.0,163935.0
283,1.0,2.0,28.0,53494.0
284,3.0,1.0,32.0,195126.0
285,1.0,1.0,46.0,110346.0
286,1.0,2.0,38.0,60502.0
287,2.0,1.0,46.0,180641.0
288,2.0,2.0,25.0,70896.0
289,2.0,1.0,46.0,8751.0
290,1.0,2.0,33.0,898.0
291,2.0,2.0,22.0,0.0
292,2.0,1.0,43.0,1700.0
293,2.0,2.0,27.0,7015.0
294,1.0,2.0,29.0,0.0
295,1.0,2.0,31.0,194353.0
296,2.0,1.0,29.0,1686.0
297,2.0,1.0,36.0,143225.0
298,1.0,1.0,36.0,58983.0
299,1.0,2.0,34.0,0.0
300,2.0,2.0,37.0,99209.0
301,1.0,2.0,36.0,0.0
302,3.0,1.0,40.0,49941.0
303,1.0,2.0,25.0,11968.0
304,1.0,2.0,27.0,871.0
305,2.0,2.0,26.0,432.0
306,2.0,1.0,36.0,10483.0
307,2.0,1.0,27.0,0.0
308,3.0,1.0,55.0,9720.0
309,1.0,2.0,27.0,20847.0
310,2.0,1.0,38.0,3697.0
311,2.0,1.0,34.0,143301.0
312,1.0,2.0,40.0,10934.0
313,3.0,1.0,49.0,52439.0
314,1.0,2.0,27.0,55734.0
315,2.0,2.0,23.0,49507.0
316,2.0,2.0,36.0,47819.0
317,3.0,1.0,53.0,0.0
318,3.0,1.0,46.0,48522.0
319,2.0,2.0,29.0,-2.0
320,2.0,2.0,29.0,58362.0
321,1.0,2.0,27.0,172180.0
322,2.0,2.0,24.0,1399.0
323,2.0,1.0,28.0,26361.0
324,2.0,2.0,32.0,93029.0
325,2.0,2.0,43.0,0.0
326,2.0,1.0,41.0,650.0
327,2.0,1.0,34.0,24898.0
328,2.0,1.0,55.0,50396.0
329,1.0,1.0,40.0,99855.0
330,2.0,1.0,37.0,-179.0
331,2.0,2.0,40.0,9559.0
332,1.0,2.0,28.0,10540.0
333,2.0,1.0,43.0,0.0
334,1.0,2.0,27.0,20571.0
335,1.0,2.0,28.0,143464.0
336,1.0,2.0,30.0,156882.0
337,2.0,2.0,31.0,390.0
338,2.0,1.0,31.0,46512.0
339,1.0,2.0,34.0,882.0
340,2.0,2.0,30.0,92.0
341,2.0,2.0,36.0,5916.0
342,1.0,2.0,29.0,2393.0
343,1.0,1.0,39.0,274731.0
344,1.0,2.0,26.0,145403.0
345,1.0,2.0,29.0,3097.0
346,2.0,2.0,26.0,1370.0
347,2.0,2.0,29.0,47081.0
348,2.0,2.0,31.0,138119.0
349,2.0,2.0,26.0,17893.0
350,1.0,2.0,26.0,39128.0
351,1.0,1.0,36.0,-14386.0
352,1.0,2.0,30.0,0.0
353,2.0,2.0,43.0,77057.0
354,3.0,1.0,58.0,15899.0
355,2.0,1.0,45.0,27679.0
356,2.0,2.0,26.0,141315.0
357,2.0,2.0,34.0,194314.0
358,4.0,2.0,24.0,83755.0
359,1.0,1.0,34.0,49657.0
360,2.0,2.0,23.0,507726.0
361,2.0,2.0,30.0,71305.0
362,2.0,2.0,32.0,45734.0
363,1.0,1.0,40.0,0.0
364,1.0,2.0,35.0,761.0
365,2.0,1.0,56.0,-9.0
366,2.0,1.0,61.0,47166.0
367,2.0,2.0,24.0,2887.0
368,1.0,1.0,40.0,0.0
369,2.0,1.0,32.0,20631.0
370,2.0,1.0,36.0,83538.0
371,1.0,2.0,30.0,99.0
372,1.0,2.0,34.0,34302.0
373,3.0,3.0,54.0,22987.0
374,1.0,1.0,46.0,173267.0
375,3.0,1.0,58.0,19143.0
376,2.0,1.0,43.0,20518.0
377,1.0,2.0,28.0,10833.0
378,1.0,2.0,30.0,69937.0
379,2.0,2.0,31.0,20526.0
380,2.0,2.0,29.0,89055.0
381,2.0,1.0,37.0,1894.0
382,3.0,1.0,36.0,100594.0
383,2.0,2.0,28.0,2948.0
384,2.0,2.0,25.0,22619.0
385,5.0,1.0,42.0,338106.0
386,1.0,2.0,29.0,0.0
387,3.0,1.0,73.0,63144.0
388,2.0,1.0,43.0,153249.0
389,1.0,1.0,30.0,1131.0
390,1.0,1.0,38.0,0.0
391,2.0,1.0,39.0,-1312.0
392,2.0,1.0,44.0,103797.0
393,2.0,2.0,29.0,20110.0
394,1.0,1.0,51.0,38000.0
395,1.0,2.0,27.0,142428.0
396,1.0,2.0,38.0,40810.0
397,2.0,2.0,22.0,0.0
398,2.0,1.0,30.0,104701.0
399,2.0,2.0,25.0,120298.0
400,1.0,2.0,29.0,156362.0
401,3.0,3.0,42.0,41322.0
402,1.0,2.0,41.0,1464.0
403,2.0,1.0,48.0,27879.0
404,1.0,2.0,29.0,160432.0
405,1.0,1.0,52.0,3858.0
406,2.0,1.0,25.0,26476.0
407,1.0,1.0,37.0,507062.0
408,1.0,2.0,27.0,55607.0
409,1.0,2.0,31.0,168382.0
410,1.0,2.0,23.0,29332.0
411,1.0,1.0,38.0,190.0
412,1.0,1.0,32.0,0.0
413,2.0,2.0,27.0,13668.0
414,3.0,1.0,41.0,14867.0
415,3.0,1.0,35.0,22500.0
416,1.0,2.0,31.0,7184.0
417,1.0,2.0,30.0,14811.0
418,2.0,1.0,48.0,44338.0
419,1.0,2.0,36.0,0.0
420,1.0,2.0,24.0,25265.0
421,1.0,2.0,29.0,169661.0
422,2.0,2.0,38.0,10237.0
423,2.0,1.0,38.0,104978.0
424,2.0,1.0,30.0,192586.0
425,2.0,1.0,32.0,11262.0
426,3.0,2.0,49.0,9551.0
427,1.0,2.0,31.0,199.0
428,1.0,2.0,27.0,70119.0
429,2.0,2.0,33.0,212601.0
430,2.0,2.0,25.0,91894.0
431,1.0,2.0,27.0,304867.0
432,1.0,2.0,29.0,48123.0
433,1.0,1.0,36.0,159760.0
434,3.0,1.0,55.0,9210.0
435,2.0,1.0,32.0,234752.0
436,1.0,2.0,27.0,14072.0
437,3.0,1.0,37.0,61807.0
438,1.0,1.0,25.0,51044.0
439,1.0,2.0,23.0,77024.0
440,2.0,2.0,23.0,350.0
441,1.0,2.0,32.0,83831.0
442,1.0,2.0,26.0,0.0
443,1.0,2.0,27.0,122923.0
444,1.0,2.0,44.0,246135.0
445,2.0,2.0,34.0,37304.0
446,1.0,2.0,28.0,146433.0
447,1.0,1.0,53.0,46122.0
448,4.0,1.0,42.0,38564.0
449,3.0,1.0,30.0,96304.0
450,1.0,1.0,51.0,0.0
451,1.0,1.0,53.0,467150.0
452,2.0,2.0,37.0,255691.0
453,1.0,2.0,26.0,156786.0
454,2.0,2.0,42.0,78129.0
455,2.0,2.0,39.0,40034.0
456,3.0,2.0,39.0,71034.0
457,1.0,2.0,32.0,23974.0
458,2.0,1.0,41.0,819.0
459,2.0,1.0,48.0,50927.0
460,2.0,1.0,38.0,152510.0
461,2.0,1.0,36.0,1689.0
462,2.0,2.0,26.0,20807.0
463,1.0,2.0,28.0,30141.0
464,3.0,3.0,56.0,0.0
465,1.0,1.0,59.0,208459.0
466,1.0,2.0,38.0,212795.0
467,2.0,2.0,32.0,28114.0
468,2.0,1.0,38.0,59372.0
469,1.0,1.0,41.0,6160.0
470,3.0,2.0,35.0,355215.0
471,2.0,2.0,41.0,366193.0
472,2.0,1.0,34.0,2927.0
473,3.0,1.0,38.0,29295.0
474,2.0,1.0,32.0,4158.0
475,2.0,2.0,29.0,27199.0
476,1.0,2.0,44.0,50893.0
477,2.0,1.0,37.0,66759.0
478,1.0,1.0,38.0,600.0
479,1.0,2.0,31.0,0.0
480,2.0,1.0,40.0,44930.0
481,2.0,2.0,26.0,131367.0
482,2.0,2.0,28.0,41264.0
483,3.0,1.0,48.0,77604.0
484,2.0,1.0,43.0,2491.0
485,2.0,1.0,31.0,177554.0
486,1.0,1.0,42.0,6865.0
487,2.0,1.0,39.0,93768.0
488,2.0,1.0,36.0,396.0
489,1.0,1.0,34.0,16426.0
490,2.0,2.0,32.0,573.0
491,2.0,1.0,43.0,28703.0
492,2.0,2.0,30.0,98560.0
493,2.0,2.0,28.0,28304.0
494,1.0,1.0,28.0,8574.0
495,1.0,1.0,41.0,508.0
496,3.0,2.0,47.0,203183.0
497,2.0,2.0,23.0,16440.0
498,1.0,1.0,49.0,66.0
499,1.0,1.0,38.0,15912.0
500,2.0,1.0,38.0,20344.0
501,2.0,1.0,35.0,23132.0
502,6.0,2.0,46.0,221590.0
503,1.0,1.0,33.0,19161.0
504,6.0,1.0,53.0,0.0
505,1.0,2.0,35.0,396.0
506,2.0,2.0,43.0,3959.0
507,2.0,2.0,28.0,42238.0
508,2.0,1.0,30.0,21507.0
509,1.0,2.0,26.0,884.0
510,2.0,1.0,31.0,1261.0
511,2.0,2.0,35.0,240.0
512,1.0,2.0,28.0,20223.0
513,2.0,2.0,23.0,29509.0
514,2.0,2.0,23.0,18355.0
515,3.0,1.0,56.0,94265.0
516,3.0,1.0,32.0,68739.0
517,2.0,1.0,47.0,13917.0
518,2.0,2.0,22.0,10250.0
519,1.0,1.0,34.0,93844.0
520,1.0,1.0,31.0,16496.0
521,2.0,2.0,27.0,-58.0
522,1.0,2.0,28.0,1210.0
523,2.0,1.0,42.0,111496.0
524,1.0,2.0,32.0,67374.0
525,2.0,2.0,27.0,1692.0
526,2.0,2.0,27.0,18649.0
527,2.0,1.0,45.0,160837.0
528,1.0,2.0,26.0,-8.0
529,2.0,2.0,21.0,18763.0
530,2.0,2.0,23.0,34549.0
531,2.0,3.0,30.0,97538.0
532,2.0,2.0,46.0,4073.0
533,3.0,1.0,50.0,53849.0
534,1.0,2.0,26.0,2411.0
535,2.0,2.0,25.0,480.0
536,1.0,2.0,35.0,330759.0
537,2.0,1.0,44.0,92007.0
538,1.0,2.0,52.0,3257.0
539,2.0,1.0,40.0,92638.0
540,1.0,2.0,38.0,399.0
541,1.0,2.0,28.0,0.0
542,2.0,1.0,36.0,28778.0
543,1.0,2.0,24.0,30092.0
544,1.0,1.0,34.0,12339.0
545,1.0,2.0,31.0,50620.0
546,1.0,1.0,41.0,-65.0
547,2.0,2.0,25.0,0.0
548,1.0,2.0,28.0,2403.0
549,1.0,2.0,27.0,52437.0
550,3.0,1.0,52.0,4657.0
551,1.0,2.0,41.0,28204.0
552,1.0,1.0,56.0,50715.0
553,1.0,1.0,42.0,0.0
554,2.0,2.0,24.0,35285.0
555,2.0,1.0,47.0,37850.0
556,1.0,1.0,33.0,5233.0
557,2.0,2.0,32.0,65299.0
558,2.0,2.0,29.0,17208.0
559,3.0,1.0,53.0,57192.0
560,1.0,2.0,34.0,5780.0
561,2.0,2.0,52.0,640.0
562,2.0,1.0,42.0,631.0
563,2.0,2.0,38.0,108351.0
564,1.0,2.0,45.0,834.0
565,3.0,2.0,35.0,7244.0
566,1.0,2.0,24.0,13141.0
567,1.0,2.0,28.0,7071.0
568,3.0,2.0,26.0,35429.0
569,1.0,1.0,40.0,18751.0
570,1.0,2.0,29.0,55788.0
571,2.0,2.0,23.0,49809.0
572,1.0,2.0,33.0,10900.0
573,2.0,2.0,60.0,3128.0
574,3.0,1.0,49.0,3367.0
575,1.0,1.0,53.0,279610.0
576,1.0,2.0,28.0,475.0
577,1.0,2.0,31.0,5994.0
578,2.0,2.0,36.0,5197.0
579,2.0,1.0,35.0,7797.0
580,2.0,2.0,28.0,0.0
581,2.0,2.0,33.0,35785.0
582,1.0,2.0,26.0,1433.0
583,3.0,2.0,53.0,77766.0
584,2.0,2.0,42.0,50300.0
585,1.0,2.0,25.0,14603.0
586,1.0,1.0,43.0,0.0
587,3.0,2.0,25.0,8817.0
588,2.0,2.0,29.0,131575.0
589,2.0,1.0,31.0,5841.0
590,1.0,1.0,30.0,30341.0
591,1.0,2.0,34.0,83255.0
592,1.0,1.0,35.0,34976.0
593,2.0,1.0,32.0,48747.0
594,3.0,2.0,46.0,56700.0
595,1.0,1.0,43.0,144678.0
596,2.0,2.0,29.0,268112.0
597,3.0,2.0,31.0,0.0
598,2.0,2.0,24.0,79243.0
599,2.0,1.0,36.0,-475.0
600,2.0,1.0,43.0,23396.0
601,3.0,1.0,59.0,390.0
602,1.0,1.0,53.0,17862.0
603,2.0,2.0,28.0,26450.0
604,2.0,2.0,31.0,0.0
605,1.0,2.0,34.0,22746.0
606,2.0,1.0,36.0,9214.0
607,1.0,2.0,24.0,40882.0
608,3.0,1.0,36.0,3996.0
609,2.0,1.0,34.0,390.0
610,1.0,2.0,43.0,44177.0
611,1.0,2.0,29.0,3280.0
612,2.0,1.0,37.0,48226.0
613,2.0,2.0,23.0,36650.0
614,2.0,1.0,37.0,115049.0
615,1.0,2.0,33.0,21724.0
616,1.0,1.0,37.0,0.0
617,2.0,1.0,56.0,137807.0
618,1.0,2.0,25.0,58839.0
619,2.0,1.0,39.0,80833.0
620,2.0,1.0,39.0,36146.0
621,2.0,2.0,28.0,340.0
622,1.0,2.0,27.0,7624.0
623,2.0,1.0,37.0,0.0
624,1.0,2.0,24.0,491.0
625,2.0,2.0,24.0,13168.0
626,1.0,1.0,46.0,60040.0
627,1.0,1.0,39.0,660.0
628,3.0,1.0,48.0,29434.0
629,3.0,3.0,45.0,4430.0
630,3.0,2.0,49.0,1440.0
631,2.0,2.0,23.0,26795.0
632,3.0,1.0,25.0,16591.0
633,2.0,1.0,47.0,0.0
634,3.0,1.0,56.0,46486.0
635,3.0,1.0,44.0,550.0
636,3.0,1.0,49.0,5630.0
637,2.0,1.0,41.0,21986.0
638,1.0,2.0,40.0,60125.0
639,2.0,2.0,31.0,56364.0
640,2.0,1.0,42.0,148363.0
641,3.0,1.0,28.0,100143.0
642,2.0,2.0,32.0,46255.0
643,2.0,2.0,28.0,276436.0
644,2.0,1.0,31.0,29493.0
645,3.0,2.0,39.0,214450.0
646,3.0,1.0,31.0,35369.0
647,2.0,2.0,24.0,77615.0
648,2.0,1.0,44.0,186149.0
649,2.0,2.0,46.0,21075.0
650,1.0,2.0,32.0,0.0
651,2.0,2.0,26.0,14348.0
652,1.0,2.0,22.0,20137.0
653,1.0,1.0,42.0,-200.0
654,2.0,2.0,33.0,8177.0
655,2.0,1.0,39.0,2082.0
656,3.0,2.0,27.0,13820.0
657,1.0,2.0,28.0,46923.0
658,1.0,2.0,23.0,53261.0
659,2.0,2.0,28.0,427.0
660,1.0,1.0,33.0,14150.0
661,2.0,1.0,40.0,42856.0
662,1.0,2.0,37.0,1034.0
663,1.0,2.0,22.0,5137.0
664,2.0,1.0,32.0,24114.0
665,3.0,1.0,43.0,130067.0
666,3.0,1.0,27.0,61611.0
667,2.0,1.0,35.0,25078.0
668,3.0,1.0,35.0,97002.0
669,1.0,1.0,30.0,5766.0
670,2.0,2.0,34.0,99568.0
671,2.0,1.0,34.0,12857.0
672,1.0,2.0,28.0,96193.0
673,2.0,2.0,25.0,2400.0
674,1.0,1.0,41.0,97797.0
675,3.0,2.0,42.0,64762.0
676,2.0,2.0,40.0,145613.0
677,1.0,2.0,28.0,71989.0
678,2.0,2.0,31.0,3345.0
679,1.0,2.0,56.0,29033.0
680,2.0,3.0,45.0,26650.0
681,1.0,2.0,29.0,0.0
682,1.0,1.0,35.0,4259.0
683,2.0,2.0,28.0,106468.0
684,1.0,1.0,40.0,247276.0
685,1.0,1.0,47.0,1548.0
686,3.0,1.0,41.0,780.0
687,2.0,2.0,27.0,162671.0
688,1.0,1.0,40.0,123049.0
689,2.0,2.0,32.0,51372.0
690,2.0,2.0,35.0,60015.0
691,2.0,2.0,27.0,1170.0
692,2.0,1.0,29.0,159398.0
693,1.0,2.0,30.0,55664.0
694,2.0,1.0,37.0,43528.0
695,1.0,2.0,29.0,0.0
696,1.0,1.0,34.0,27966.0
697,2.0,2.0,34.0,8792.0
698,1.0,1.0,41.0,28026.0
699,1.0,2.0,31.0,43610.0
700,2.0,2.0,40.0,0.0
701,1.0,1.0,27.0,5780.0
702,3.0,2.0,22.0,8109.0
703,2.0,3.0,30.0,52515.0
704,2.0,3.0,22.0,22582.0
705,1.0,2.0,26.0,15448.0
706,2.0,1.0,38.0,58102.0
707,3.0,1.0,46.0,12289.0
708,2.0,2.0,24.0,10476.0
709,2.0,2.0,49.0,16326.0
710,1.0,3.0,49.0,17681.0
711,2.0,1.0,42.0,47912.0
712,1.0,1.0,30.0,18886.0
713,2.0,1.0,42.0,0.0
714,1.0,2.0,31.0,203.0
715,2.0,1.0,49.0,34962.0
716,2.0,2.0,27.0,80964.0
717,2.0,1.0,33.0,69418.0
718,1.0,1.0,35.0,0.0
719,2.0,2.0,48.0,45174.0
720,2.0,2.0,22.0,23892.0
721,2.0,2.0,22.0,7960.0
722,1.0,2.0,27.0,0.0
723,1.0,1.0,47.0,9192.0
724,2.0,2.0,34.0,25935.0
725,2.0,1.0,45.0,7139.0
726,2.0,2.0,39.0,12865.0
727,2.0,2.0,33.0,-14.0
728,2.0,2.0,29.0,49549.0
729,1.0,2.0,29.0,546.0
730,3.0,2.0,26.0,9935.0
731,2.0,1.0,38.0,152856.0
732,1.0,2.0,34.0,1278.0
733,1.0,1.0,37.0,316.0
734,2.0,1.0,57.0,46132.0
735,3.0,1.0,50.0,27345.0
736,3.0,2.0,28.0,101593.0
737,1.0,2.0,31.0,142764.0
738,1.0,2.0,25.0,92849.0
739,2.0,2.0,25.0,17330.0
740,2.0,1.0,33.0,109863.0
