,tv,radio,social_media,sales
265,23000.0,6621.64,113.63,79939.99
266,50000.0,11363.99,2321.3,185310.29
267,60000.0,19499.96,4912.34,216268.16
268,25000.0,13004.55,5277.12,91959.55
269,31000.0,12225.97,397.21,111143.11
270,77000.0,21031.97,1867.29,275388.67
271,27000.0,9235.85,2963.21,93351.76
272,77000.0,25583.44,3870.99,276083.9
273,95000.0,25546.37,1963.49,333368.25
274,48000.0,25377.23,3997.03,172885.46
275,14000.0,4643.18,637.38,53974.61
276,24000.0,4014.31,1258.97,91496.57
277,65000.0,23290.31,7389.83,229196.97
278,35000.0,9531.45,103.5,125339.34
279,86000.0,24293.2,8041.21,306606.59
280,48000.0,14418.75,3117.41,170283.32
281,59000.0,19340.86,1602.34,210571.77
282,88000.0,26300.66,4204.04,314180.55
283,78000.0,23322.45,3866.74,280831.62
284,79000.0,31057.41,3806.95,286677.51
285,22000.0,1060.64,1093.88,73093.19
286,46000.0,17613.33,3480.43,160615.09
287,83000.0,23778.98,2930.68,295491.53
288,26000.0,12105.38,4007.43,94002.46
289,34000.0,2090.0,217.75,123121.93
290,50000.0,3497.2,3337.07,174745.03
291,79000.0,19155.84,14.71,281592.89
292,75000.0,25271.94,7717.11,267803.61
293,32000.0,13457.46,917.66,116783.84
294,29000.0,9487.99,250.43,105776.71
295,96000.0,36723.08,3950.39,343087.75
296,74000.0,27963.3,2837.58,258375.43
297,49000.0,20265.86,3446.13,171856.67
298,34000.0,16856.78,3886.01,118916.38
299,37000.0,12228.72,1749.29,129014.84
300,37000.0,8823.53,3405.84,132549.61
301,59000.0,15292.05,3340.44,208274.45
302,48000.0,14115.62,3328.38,175546.16
303,80000.0,24554.63,4832.33,285596.23
304,28000.0,5313.71,2473.6,91497.53
305,64000.0,25528.28,3140.87,226276.96
306,50000.0,21174.8,4486.4,180319.54
307,46000.0,18548.42,2455.58,164756.2
308,86000.0,24786.24,6349.96,309204.33
309,69000.0,29594.4,8243.72,246091.52
310,85000.0,29501.02,2518.22,300558.45
311,52000.0,9837.59,2080.18,183711.87
312,54000.0,17443.05,5549.22,191003.47
313,17000.0,2249.2,395.15,61865.31
314,93000.0,26502.82,3537.62,331647.86
315,85000.0,24483.98,5918.99,297056.49
316,21000.0,1505.94,2438.9,73873.42
317,88000.0,37969.3,4739.68,314311.37
318,75000.0,29484.23,7237.78,268799.78
319,38000.0,3046.31,1743.63,132326.04
320,95000.0,36365.7,1944.66,339115.28
321,46000.0,25282.0,2798.76,163639.62
322,75000.0,26075.5,5143.71,269444.99
323,64000.0,10930.9,3085.38,225064.05
324,35000.0,8978.48,53.63,125328.92
325,30000.0,6122.32,2606.81,104524.68
326,86000.0,27738.01,5293.54,307893.33
327,79000.0,23183.45,762.16,282710.85
328,16000.0,16924.17,6447.48,54654.67
329,63000.0,22816.08,4717.04,228424.13
330,78000.0,22768.11,2964.1,277399.33
331,24000.0,12794.48,3973.16,86229.26
332,34000.0,14445.35,1270.28,124595.71
333,36000.0,14758.68,807.41,125073.69
334,64000.0,17617.14,5116.68,228542.47
335,79000.0,37379.04,4767.53,281114.79
336,11000.0,7228.35,5250.18,46529.7
337,22000.0,5120.82,2205.3,74741.6
338,46000.0,3159.83,4261.81,161182.95
339,49000.0,15445.52,62.41,174556.76
340,39000.0,8437.96,2926.37,141590.09
341,38000.0,857.28,218.74,137697.37
342,23000.0,4037.91,2876.51,78651.46
343,17000.0,8482.7,946.15,58925.32
344,57000.0,17509.37,3912.91,204453.38
345,24000.0,8822.6,388.31,86786.03
346,38000.0,13973.81,2937.26,133387.63
347,55000.0,13236.75,603.92,199131.7
348,84000.0,27933.52,3978.53,300567.83
349,23000.0,3424.42,1254.89,82711.03
350,25000.0,21571.6,182.59,89093.25
351,61000.0,24026.7,4468.54,214506.74
352,92000.0,36281.39,7693.02,334254.82
353,52000.0,14718.76,5067.92,184283.27
354,42000.0,25043.44,7954.16,151130.23
355,87000.0,26263.45,4666.25,314086.78
356,23000.0,3511.06,1668.67,82129.66
357,16000.0,1114.22,124.31,55749.76
358,97000.0,31597.59,6096.17,345600.24
359,83000.0,22123.18,4548.47,301021.34
360,32000.0,7235.17,4165.98,114222.55
361,81000.0,30516.79,4253.77,286336.17
362,81000.0,35744.01,8485.58,290199.18
363,32000.0,9445.03,904.71,115359.24
364,24000.0,11041.01,581.8,82909.97
365,93000.0,28274.66,2404.14,328321.73
366,52000.0,20597.44,5687.52,183612.0
367,21000.0,2027.72,542.77,70908.77
368,15000.0,7888.21,3998.36,53544.01
369,62000.0,19939.75,1581.67,222469.25
370,45000.0,14765.15,4973.73,159811.6
371,84000.0,29281.04,4182.35,300753.93
372,12000.0,8466.71,4076.58,41869.92
373,66000.0,23162.6,2051.33,238371.44
374,71000.0,21684.79,4362.89,253461.33
375,30000.0,2763.16,1491.29,108707.99
376,96000.0,36136.79,8724.35,340797.98
377,81000.0,36010.62,9307.98,291870.25
378,61000.0,13623.84,1081.63,218796.74
379,88000.0,31296.57,6268.56,312233.63
380,95000.0,25721.7,3653.92,338726.57
381,32000.0,17778.75,6010.8,108835.27
382,23000.0,3159.15,1838.04,84468.58
383,19000.0,11843.08,1411.74,63789.17
384,99000.0,35308.15,8233.63,347882.14
385,21000.0,17728.5,1316.67,72793.19
386,83000.0,22647.67,1815.3,294372.93
387,34000.0,9529.04,46.32,122398.03
388,65000.0,21828.68,3852.36,226068.1
389,42000.0,11666.85,3124.11,147670.32
390,28000.0,11742.89,1545.79,108654.24
391,84000.0,23158.84,6493.39,301979.69
392,74000.0,31200.63,5956.15,262000.01
393,58000.0,31499.37,5374.44,203057.89
394,63000.0,21792.81,393.59,223841.89
395,46000.0,21959.81,880.59,164791.01
396,51000.0,24916.49,4628.29,180374.61
397,42000.0,9352.96,606.13,146357.79
398,98000.0,31289.78,4623.31,343940.09
399,18000.0,10137.81,3181.97,66548.4
400,72000.0,19464.39,1767.53,258017.84
401,90000.0,29941.9,8349.0,320715.34
402,47000.0,13854.71,3723.62,167087.4
403,11000.0,15259.66,1938.09,42719.96
404,59000.0,13021.39,3264.33,211077.77
405,49000.0,15758.74,1621.96,173099.12
406,51000.0,23287.73,6650.24,178298.13
407,49000.0,23082.46,5745.42,173727.25
408,88000.0,25781.36,5715.41,313657.34
409,49000.0,15441.92,64.06,175730.83
410,21000.0,5092.82,1400.16,81000.14
411,84000.0,33492.22,9638.97,297486.82
412,13000.0,4027.76,216.29,44068.9
413,55000.0,11313.64,1457.21,192800.06
414,73000.0,18966.36,4058.4,260890.45
415,47000.0,19831.38,2825.68,170979.34
416,34000.0,16279.26,5187.61,119472.77
417,98000.0,26230.76,4307.67,347574.74
418,72000.0,29401.84,883.78,255282.9
419,59000.0,28351.02,6541.17,210399.87
420,88000.0,33992.32,5781.69,311607.75
421,94000.0,31213.15,6894.32,334320.58
422,55000.0,13727.3,3332.91,201156.84
423,23000.0,10725.53,564.04,80786.42
424,63000.0,16100.85,3055.37,224197.9
425,31000.0,7047.02,4181.18,107972.79
426,29000.0,11535.45,3916.64,103882.32
427,100000.0,38470.63,5793.62,358350.54
428,21000.0,6286.84,131.84,71400.97
429,15000.0,388.04,1104.82,52038.37
430,63000.0,13476.9,3355.97,226135.42
431,43000.0,27200.07,8702.65,153656.72
432,97000.0,42331.65,8486.32,348392.74
433,19000.0,9057.54,1480.04,69364.81
434,100000.0,32400.65,3784.15,355051.63
435,62000.0,11563.13,1926.69,220609.24
436,37000.0,7258.21,4582.01,131730.55
437,88000.0,25026.56,4134.0,314945.47
438,33000.0,8177.61,3447.21,119400.58
439,37000.0,5264.62,2531.73,130959.16
440,66000.0,23915.4,3955.48,240692.93
441,79000.0,20556.39,2577.39,281295.4
442,67000.0,27533.56,10453.92,242587.37
443,43000.0,14106.23,750.12,146532.11
444,61000.0,27241.37,4250.42,214436.74
445,81000.0,30661.25,7211.12,291143.56
446,17000.0,8797.29,2409.16,61219.11
447,90000.0,25225.67,3061.94,321070.11
448,16000.0,5735.73,2354.33,58209.52
449,68000.0,19776.18,3217.63,240803.01
450,90000.0,32725.48,8829.54,319437.53
451,61000.0,22239.35,8194.79,214396.44
452,32000.0,10579.93,64.46,117020.72
453,29000.0,12995.87,270.84,107454.57
454,92000.0,31461.29,1744.87,330014.76
455,82000.0,29601.11,6481.91,292209.86
456,24000.0,7474.27,440.11,84233.64
457,45000.0,18097.01,102.15,160435.1
458,81000.0,24062.07,1540.09,292546.53
459,90000.0,28165.02,6919.15,322233.42
460,62000.0,27598.91,3606.6,218202.09
461,43000.0,17655.44,2395.35,154226.17
462,68000.0,19131.42,6834.95,240226.86
463,20000.0,6416.72,2258.86,66767.2
464,45000.0,6359.35,704.37,159707.34
465,60000.0,15527.66,2055.27,210905.17
466,17000.0,9150.56,4636.3,56484.93
467,22000.0,20346.73,5491.17,76961.67
468,24000.0,4799.85,570.03,90333.15
469,56000.0,17736.73,2094.38,201021.54
470,36000.0,6101.05,3262.97,136939.73
471,15000.0,3518.07,2293.79,55261.28
472,44000.0,15669.27,1086.78,153117.18
473,26000.0,17836.65,5109.7,91751.21
474,100000.0,37403.99,6441.65,354572.4
475,21000.0,5418.0,4626.97,72738.98
476,62000.0,26586.28,4520.67,222122.98
477,41000.0,12501.6,1247.27,148491.79
478,85000.0,36077.76,11403.63,304970.63
479,88000.0,31023.03,7352.55,318149.54
480,25000.0,5384.66,631.99,83574.35
481,14000.0,7388.49,120.49,49976.5
482,100000.0,31359.03,6512.74,355524.45
483,42000.0,7277.73,277.14,146937.29
484,54000.0,21469.41,1186.42,197665.85
485,23000.0,10051.41,156.85,82319.99
486,44000.0,12019.35,4631.65,160052.29
487,46000.0,17782.61,3773.45,170781.33
488,69000.0,28000.48,7370.7,243091.02
489,55000.0,19955.73,5245.12,197735.33
490,40000.0,9100.43,2705.53,147593.57
491,40000.0,13931.04,3935.94,143172.89
492,48000.0,16360.0,3914.31,166618.2
493,70000.0,17067.61,3299.87,248668.28
494,99000.0,24978.44,2640.89,355525.31
495,72000.0,24183.59,4736.88,249427.96
496,49000.0,12072.17,4381.53,176835.53
497,74000.0,26312.31,5591.73,264544.72
498,17000.0,6837.29,2314.95,61653.62
499,88000.0,30245.77,6376.38,313260.46
500,61000.0,26666.74,3698.03,215797.3
501,13000.0,7430.2,1294.09,44849.05
502,45000.0,18806.08,1052.3,156574.16
503,50000.0,9960.47,904.87,179725.06
504,33000.0,23179.95,4492.85,120655.29
505,12000.0,1228.08,1523.41,33509.81
506,35000.0,13942.33,1387.05,123552.96
507,60000.0,29732.54,2012.4,212602.05
508,29000.0,10377.26,61.98,102774.79
509,93000.0,37347.78,8278.56,333874.29
510,58000.0,14757.42,1887.77,208896.34
511,52000.0,25300.56,2365.39,186342.86
512,26000.0,1218.35,1270.44,90054.22
513,68000.0,21076.96,1240.82,247316.68
514,70000.0,22950.87,5688.32,251130.03
515,74000.0,29203.18,5343.64,265694.9
516,28000.0,15732.5,7952.64,101239.82
517,97000.0,34855.17,8128.92,349278.67
518,61000.0,17999.67,689.68,210805.04
519,25000.0,8466.52,648.55,89250.6
520,73000.0,15850.81,3055.22,262641.73
521,29000.0,18184.8,1570.36,102533.43
522,67000.0,12849.49,3413.28,237559.99
523,89000.0,33391.88,6297.54,319447.17
524,31000.0,14300.82,2954.93,109774.55
525,55000.0,10569.17,2990.74,194997.45
526,97000.0,34030.92,4107.47,349629.03
527,96000.0,38349.83,5625.68,343716.16
528,21000.0,6701.21,886.16,73721.2
529,75000.0,27694.58,6330.32,264950.39
530,28000.0,7462.65,2487.82,100225.15
531,47000.0,15892.86,2001.41,167724.67
532,95000.0,43129.33,10174.98,339871.73
533,13000.0,1311.58,917.87,48232.08
534,28000.0,12990.51,3381.62,98903.53
535,99000.0,36876.3,7618.61,351807.33
536,64000.0,18669.68,3045.51,227315.65
537,70000.0,24703.92,5052.82,253938.77
538,31000.0,9847.55,553.31,109553.77
539,70000.0,24122.86,1078.75,252088.24
540,96000.0,33737.17,8701.5,343046.05
541,100000.0,32386.32,6903.4,350843.74
542,75000.0,20771.19,1930.36,268862.99
543,98000.0,27669.81,1605.37,345555.93
544,71000.0,30934.32,4066.91,251143.67
545,25000.0,10698.38,1359.46,87956.55
546,30000.0,7377.35,4990.93,106483.05
547,17000.0,7759.34,1962.26,61872.98
548,83000.0,37716.27,4007.7,293838.17
549,20000.0,11478.23,695.77,74531.86
550,89000.0,36060.87,2325.71,316582.36
551,16000.0,13828.1,890.16,54741.93
552,20000.0,14685.32,2331.9,68639.9
553,13000.0,14522.12,2823.85,48857.25
554,83000.0,28826.71,5519.58,292089.58
555,47000.0,22149.75,5275.78,169598.02
556,68000.0,14028.81,1276.22,241237.43
557,38000.0,7736.68,2059.61,137813.09
558,77000.0,29769.76,2856.59,270488.15
559,64000.0,27024.8,3399.22,226754.03
560,94000.0,16780.14,2965.43,334786.71
561,34000.0,16687.32,377.6,119292.06
562,50000.0,14957.41,1952.88,178374.55
563,97000.0,32097.08,6671.54,340841.58
564,65000.0,16009.38,1309.54,226145.13
565,66000.0,21835.13,6269.99,232622.24
566,93000.0,36812.28,3083.61,331028.83
567,55000.0,20488.69,5290.46,202354.76
568,63000.0,14586.61,2221.68,226019.27
569,62000.0,18225.99,6618.43,219889.98
570,51000.0,14765.56,4811.43,180756.59
571,20000.0,12301.21,1123.41,75221.27
572,79000.0,19481.78,2244.64,277443.73
573,83000.0,28181.72,6851.15,294467.95
574,84000.0,22326.68,165.28,297071.07
575,41000.0,14819.25,6158.93,145231.73
576,78000.0,23930.88,3943.73,275098.8
577,73000.0,31327.13,10260.55,259859.08
578,62000.0,30095.35,8267.24,220853.93
579,97000.0,35166.88,5677.77,342731.53
580,97000.0,35734.62,6814.45,347678.48
581,24000.0,9225.85,3542.56,90494.26
582,43000.0,12323.1,1312.62,154699.96
583,17000.0,1161.55,126.21,60623.67
584,39000.0,16974.91,5187.08,144822.98
585,35000.0,6464.55,1375.94,125982.09
586,63000.0,25440.22,3473.81,222988.74
587,70000.0,20267.13,5456.29,247439.03
588,18000.0,8619.23,380.37,66169.31
589,66000.0,19705.37,6268.88,235419.76
590,73000.0,33446.96,5205.86,260741.81
591,75000.0,32983.98,5622.83,267744.8
592,78000.0,18159.05,4246.5,274094.0
593,57000.0,17891.52,4776.43,203573.23
594,69000.0,19030.07,2701.39,246240.31
595,54000.0,24365.76,5020.14,194531.26
596,51000.0,13354.89,6071.65,180628.31
597,90000.0,23850.97,1784.88,319635.86
598,58000.0,25104.16,6380.92,203677.43
599,78000.0,24992.1,4209.57,277241.34
600,42000.0,25887.66,3593.71,150942.95
601,91000.0,35430.37,4872.22,324852.5
602,53000.0,12943.63,1404.96,187157.56
603,65000.0,18742.49,2460.79,231280.97
604,61000.0,24660.65,3371.5,217442.37
605,46000.0,15575.68,3615.1,168715.68
606,53000.0,22585.64,2507.44,185527.03
607,65000.0,23578.66,2856.66,232555.02
608,28000.0,15046.5,4417.36,97301.21
609,26000.0,3205.84,1792.2,95060.03
610,89000.0,29196.4,5766.58,314874.18
611,86000.0,28018.78,4629.25,303389.01
612,27000.0,13270.34,858.88,92400.45
613,70000.0,18782.84,3505.2,249585.95
614,52000.0,19832.34,1810.46,188852.32
615,58000.0,24296.14,3260.73,207138.85
616,10000.0,2112.09,2920.71,32237.03
617,22000.0,3119.41,2819.74,80242.44
618,33000.0,12126.54,210.45,117452.73
619,55000.0,16347.26,1401.88,193398.95
620,59000.0,24118.62,4750.73,213912.54
621,63000.0,14021.66,2265.04,226196.06
622,59000.0,24996.56,7915.97,206993.42
623,54000.0,27341.82,5530.7,188944.88
624,31000.0,11163.1,2308.97,105850.72
625,42000.0,6888.97,1847.12,151067.75
626,41000.0,5526.39,482.57,147427.7
627,10000.0,6090.84,1417.02,37338.77
628,81000.0,27931.15,4884.05,284710.17
629,56000.0,20847.35,4647.69,202392.12
630,91000.0,29894.38,5836.86,324781.06
631,75000.0,31439.61,5037.08,258312.73
632,16000.0,1342.91,2244.92,55677.69
633,50000.0,10702.5,3106.18,181483.98
634,17000.0,9736.33,598.56,53749.71
635,53000.0,17318.0,3417.84,185487.55
636,45000.0,11707.94,3509.53,166624.82
637,74000.0,22679.6,3535.07,259915.93
638,92000.0,25052.27,7118.75,333018.51
639,64000.0,22851.41,667.17,221544.49
