Stock Symbol,Exchange,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
MJN,nyse,Mead Johnson Nutrition Company,88.67,16276.71271749,2009.0,Consumer Non-Durables,Packaged Foods
MTL,nyse,Mechel PAO,5.49,1142.66319228,2004.0,Basic Industries,Steel/Iron Ore
MPW,nyse,"Medical Properties Trust, Inc.",13.9,4460.9857275,2005.0,Consumer Services,Real Estate Investment Trusts
MET,nyse,"MetLife, Inc.",51.12,55580.57635752,2000.0,Finance,Life Insurance
MTD,nyse,"Mettler-Toledo International, Inc.",473.87,12275.88098556,1997.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MTG,nyse,MGIC Investment Corporation,10.6,3614.4952826,1991.0,Finance,Property-Casualty Insurers
MAA,nyse,"Mid-America Apartment Communities, Inc.",101.09,11478.28740179,1994.0,Consumer Services,Real Estate Investment Trusts
MTX,nyse,Minerals Technologies Inc.,73.15,2565.9170768000004,1992.0,Basic Industries,Major Chemicals
MG,nyse,Mistras Group Inc,20.54,588.9154034400001,2009.0,Consumer Services,Military/Government/Technical
MOH,nyse,Molina Healthcare Inc,47.67,2718.55402938,2003.0,Health Care,Medical Specialities
MSM,nyse,"MSC Industrial Direct Company, Inc.",89.23,5080.586663,1995.0,Capital Goods,Industrial Machinery/Components
MWA,nyse,MUELLER WATER PRODUCTS,11.7,1898.4730167,2006.0,Capital Goods,Metal Fabrications
MVO,nyse,MV Oil Trust,7.0,80.5,2007.0,Energy,Oil & Gas Production
NGS,nyse,"Natural Gas Services Group, Inc.",28.0,361.417756,2002.0,Energy,Oilfield Services/Equipment
NRP,nyse,Natural Resource Partners LP,35.15,429.9550109,2002.0,Energy,Coal Mining
NTZ,nyse,"Natuzzi, S.p.A.",3.07,168.39884815,1993.0,Consumer Durables,Home Furnishings
NMM,nyse,Navios Maritime Partners LP,2.07,179.18821071000002,2007.0,Transportation,Marine Transportation
NNI,nyse,"Nelnet, Inc.",43.12,1815.52206528,2003.0,Finance,Finance: Consumer Services
NSR,nyse,"Neustar, Inc.",33.2,1831.0496204,2005.0,Consumer Services,Telecommunications Equipment
EDU,nyse,"New Oriental Education & Technology Group, Inc.",59.39,9350.32578783,2006.0,Consumer Services,Other Consumer Services
NWY,nyse,"New York & Company, Inc.",1.72,110.84896556,2004.0,Consumer Services,Clothing/Shoe/Accessory Stores
NFX,nyse,Newfield Exploration Company,35.39,7041.4198343,1993.0,Energy,Oil & Gas Production
NOK,nyse,Nokia Corporation,5.22,30464.20716264,1994.0,Technology,Radio And Television Broadcasting And Communications Equipment
NTL,nyse,Nortel Inversora SA,27.2,3699.66512,1997.0,Public Utilities,Telecommunications Equipment
NOA,nyse,"North American Energy Partners, Inc.",5.1,160.4705157,2006.0,Energy,Oilfield Services/Equipment
NUS,nyse,"Nu Skin Enterprises, Inc.",54.01,2852.91557188,1996.0,Health Care,Other Pharmaceuticals
OZM,nyse,Och-Ziff Capital Management Group LLC,2.2,994.952805,2007.0,Finance,Investment Managers
OIS,nyse,"Oil States International, Inc.",32.35,1670.7219612,2001.0,Energy,Metal Fabrications
OHI,nyse,"Omega Healthcare Investors, Inc.",34.06,6701.07512906,1992.0,Consumer Services,Real Estate Investment Trusts
OME,nyse,Omega Protein Corporation,19.4,434.8675094,1998.0,Consumer Non-Durables,Packaged Foods
ASGN,nyse,"On Assignment, Inc.",46.07,2425.75393192,1992.0,Technology,Professional Services
OB,nyse,"OneBeacon Insurance Group, Ltd.",15.83,1492.45550268,2006.0,Finance,Property-Casualty Insurers
ORCL,nyse,Oracle Corporation,44.0,181046.096,1986.0,Technology,Computer Software: Prepackaged Software
ORA,nyse,"Ormat Technologies, Inc.",57.24,2844.42732,2004.0,Public Utilities,Electric Utilities: Central
PKG,nyse,Packaging Corporation of America,90.02,8480.44968568,2000.0,Consumer Durables,Containers/Packaging
PEB,nyse,Pebblebrook Hotel Trust,29.59,2133.95611484,2009.0,Consumer Services,Real Estate Investment Trusts
PMT,nyse,PennyMac Mortgage Investment Trust,17.6,1173.9423872,2009.0,Consumer Services,Real Estate Investment Trusts
PGTI,nyse,"PGT Innovations, Inc.",10.3,507.9769347,2006.0,Capital Goods,Building Products
PHH,nyse,PHH Corp,12.85,688.75271405,2002.0,Finance,Diversified Financial Services
PAA,nyse,"Plains All American Pipeline, L.P.",30.72,22223.00141568,1998.0,Energy,Natural Gas Distribution
PLT,nyse,"Plantronics, Inc.",51.47,1707.90574556,1994.0,Public Utilities,Telecommunications Equipment
PKX,nyse,POSCO,57.49,20049.4845766,1994.0,Basic Industries,Steel/Iron Ore
POT,nyse,Potash Corporation of Saskatchewan Inc.,16.55,13902.12172525,1989.0,Basic Industries,Agricultural Chemicals
PBH,nyse,"Prestige Brand Holdings, Inc.",56.24,2977.1349812,2005.0,Health Care,Major Pharmaceuticals
PFG,nyse,Principal Financial Group Inc,61.51,17734.262662139998,2001.0,Finance,Accident &Health Insurance
PRO,nyse,"PROS Holdings, Inc.",22.51,706.85127656,2007.0,Technology,EDP Services
PFS,nyse,"Provident Financial Services, Inc",24.47,1625.98238871,2003.0,Finance,Savings Institutions
PRU,nyse,"Prudential Financial, Inc.",102.92,44293.6845168,2001.0,Finance,Life Insurance
PZN,nyse,Pzena Investment Management Inc,10.29,705.12500772,2007.0,Finance,Investment Managers
RAS,nyse,RAIT Financial Trust,3.07,283.86784165,1998.0,Consumer Services,Real Estate Investment Trusts
RL,nyse,Ralph Lauren Corporation,79.15,6507.1295853500005,1997.0,Consumer Non-Durables,Apparel
RWT,nyse,"Redwood Trust, Inc.",16.77,1291.84171623,1995.0,Consumer Services,Real Estate Investment Trusts
RGC,nyse,Regal Entertainment Group,22.01,3456.5798188000003,2002.0,Consumer Services,Movies/Entertainment
REG,nyse,Regency Centers Corporation,67.31,11431.77026951,1993.0,Consumer Services,Real Estate Investment Trusts
RGS,nyse,Regis Corporation,11.15,516.11049755,1991.0,Consumer Services,Other Consumer Services
RS,nyse,Reliance Steel & Aluminum Co.,75.87,5529.375707220001,1994.0,Basic Industries,Metal Fabrications
SOL,nyse,Renesola Ltd.,2.5,50.8014225,2008.0,Technology,Semiconductors
RSG,nyse,"Republic Services, Inc.",62.19,21101.81881491,1998.0,Public Utilities,Environmental Services
RSO,nyse,Resource Capital Corp.,9.52,298.91073072,2006.0,Consumer Services,Real Estate Investment Trusts
REV,nyse,"Revlon, Inc.",25.95,1362.8977887,1996.0,Consumer Non-Durables,Package Goods/Cosmetics
RIO,nyse,Rio Tinto Plc,38.94,70431.47689512,2002.0,Basic Industries,Precious Metals
ROP,nyse,"Roper Technologies, Inc.",205.01,20885.23630232,1992.0,Capital Goods,Industrial Machinery/Components
RST,nyse,Rosetta Stone,10.77,238.49606037,2009.0,Technology,Computer Software: Prepackaged Software
RCL,nyse,Royal Caribbean Cruises Ltd.,94.36,20268.89005932,1993.0,Consumer Services,Marine Transportation
RTEC,nyse,"Rudolph Technologies, Inc.",21.05,657.58025535,1999.0,Capital Goods,Industrial Machinery/Components
SB,nyse,"Safe Bulkers, Inc",2.43,241.24484745,2008.0,Transportation,Marine Transportation
CRM,nyse,Salesforce.com Inc,83.13,58814.475,2004.0,Technology,Computer Software: Prepackaged Software
BFS,nyse,"Saul Centers, Inc.",62.86,1351.49,1993.0,Consumer Services,Real Estate Investment Trusts
SMG,nyse,Scotts Miracle-Gro Company (The),93.44,5591.65395328,1992.0,Basic Industries,Agricultural Chemicals
SSW,nyse,Seaspan Corporation,6.8,720.0770512,2005.0,Transportation,Marine Transportation
SEM,nyse,Select Medical Holdings Corporation,13.2,1751.8451808,2009.0,Health Care,Hospital/Nursing Management
SMI,nyse,Semiconductor  Manufacturing International Corporation,5.96,5039.19158624,2004.0,Technology,Semiconductors
SKX,nyse,"Skechers U.S.A., Inc.",24.97,3953.16595146,1999.0,Consumer Non-Durables,Shoe Manufacturing
SLG,nyse,SL Green Realty Corporation,107.85,10847.5221549,1997.0,Consumer Services,Real Estate Investment Trusts
SQM,nyse,Sociedad Quimica y Minera S.A.,36.99,9735.63942276,1993.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SAH,nyse,"Sonic Automotive, Inc.",18.85,846.08649125,1997.0,Consumer Durables,Automotive Aftermarket
BID,nyse,Sotheby&#39;s,43.94,2346.93039828,1988.0,Miscellaneous,Business Services
SEP,nyse,"Spectra Energy Partners, LP",44.13,13629.47397858,2007.0,Public Utilities,Natural Gas Distribution
TRK,nyse,"Speedway Motorsports, Inc.",19.04,782.22104352,1995.0,Consumer Services,Services-Misc. Amusement & Recreation
SPR,nyse,"Spirit Aerosystems Holdings, Inc.",55.9,6659.169840699999,2006.0,Capital Goods,Military/Government/Technical
SRT,nyse,"StarTek, Inc.",8.73,138.0699261,1997.0,Technology,Professional Services
STWD,nyse,"STARWOOD PROPERTY TRUST, INC.",22.79,5409.34875518,2009.0,Consumer Services,Real Estate Investment Trusts
SCS,nyse,Steelcase Inc.,16.1,1888.8346764,1998.0,Consumer Durables,Office Equipment/Supplies/Services
SGY,nyse,Stone Energy Corporation,20.26,405.22293432,1993.0,Energy,Oil & Gas Production
STON,nyse,StoneMor Partners L.P.,7.89,298.74298344,2004.0,Consumer Services,Other Consumer Services
SRI,nyse,"Stoneridge, Inc.",17.17,479.21921571,1997.0,Capital Goods,Auto Parts:O.E.M.
SPH,nyse,"Suburban Propane Partners, L.P.",25.75,1572.24280475,1996.0,Consumer Services,Other Specialty Stores
SUI,nyse,"Sun Communities, Inc.",82.02,6048.07138566,1993.0,Consumer Services,Real Estate Investment Trusts
SXL,nyse,Sunoco Logistics Partners LP,23.8,7896.9529548,2002.0,Energy,Natural Gas Distribution
SHO,nyse,"Sunstone Hotel Investors, Inc.",15.14,3337.11969338,2004.0,Consumer Services,Hotels/Resorts
SNX,nyse,Synnex Corporation,105.66,4217.36617566,2003.0,Technology,Retail: Computer Software & Peripheral Equipment
TSM,nyse,Taiwan Semiconductor Manufacturing Company Ltd.,31.83,165070.38,1997.0,Technology,Semiconductors
SKT,nyse,"Tanger Factory Outlet Centers, Inc.",32.6,3144.4694142,1993.0,Consumer Services,Real Estate Investment Trusts
TCO,nyse,"Taubman Centers, Inc.",65.85,3984.88002255,1992.0,Consumer Services,Real Estate Investment Trusts
TGP,nyse,Teekay LNG Partners L.P.,16.9,1344.7668,2005.0,Consumer Services,Marine Transportation
TOO,nyse,Teekay Offshore Partners L.P.,5.47,794.05392297,2006.0,Consumer Services,Marine Transportation
TNK,nyse,Teekay Tankers Ltd.,2.02,315.726,2007.0,Consumer Services,Marine Transportation
TEF,nyse,Telefonica SA,10.84,54609.8060916,1988.0,Public Utilities,Telecommunications Equipment
TPX,nyse,"Tempur Sealy International, Inc.",41.11,2215.23364498,2003.0,Consumer Durables,Home Furnishings
TGH,nyse,Textainer Group Holdings Limited,14.1,800.7997568999999,2007.0,Technology,Diversified Commercial Services
BX,nyse,The Blackstone Group L.P.,28.86,32920.52231754,2007.0,Finance,Investment Managers
TIF,nyse,Tiffany & Co.,91.18,11376.98504708,1987.0,Consumer Services,Consumer Specialties
TDG,nyse,Transdigm Group Incorporated,233.76,12352.9338264,2006.0,Capital Goods,Military/Government/Technical
TLP,nyse,TransMontaigne Partners L.P.,44.36,716.91358232,2005.0,Energy,Natural Gas Distribution
GTS,nyse,Triple-S Management Corporation,17.87,433.73826329,2007.0,Finance,Accident &Health Insurance
TGI,nyse,"Triumph Group, Inc.",25.0,1239.325725,1996.0,Capital Goods,Aerospace
TNP,nyse,Tsakos Energy Navigation Ltd,4.76,401.12932216,2002.0,Transportation,Marine Transportation
USPH,nyse,"U.S. Physical Therapy, Inc.",63.25,792.0118195,1992.0,Health Care,Medical/Nursing Services
UPS,nyse,"United Parcel Service, Inc.",103.74,90180.88675596,1999.0,Transportation,Trucking Freight/Courier Services
URI,nyse,"United Rentals, Inc.",119.29,10074.67679286,1997.0,Technology,Diversified Commercial Services
USM,nyse,United States Cellular Corporation,37.47,3179.29203,1988.0,Public Utilities,Telecommunications Equipment
UTI,nyse,Universal Technical Institute Inc,3.5,86.386139,2003.0,Consumer Services,Other Consumer Services
MTN,nyse,"Vail Resorts, Inc.",186.61,7461.419651689999,1997.0,Consumer Services,Services-Misc. Amusement & Recreation
VR,nyse,"Validus Holdings, Ltd.",55.06,4493.15296502,2007.0,Finance,Property-Casualty Insurers
PAY,nyse,"Verifone Systems, Inc.",17.45,1947.67869625,2005.0,Miscellaneous,Office Equipment/Supplies/Services
VCO,nyse,Vina Concha Y Toro,34.7,1296.0553753,1994.0,Consumer Non-Durables,Beverages (Production/Distribution)
VSI,nyse,"Vitamin Shoppe, Inc",19.1,447.4166596,2009.0,Consumer Non-Durables,Food Chains
VMW,nyse,"Vmware, Inc.",90.81,37164.046350330005,2007.0,Technology,Computer Software: Prepackaged Software
VG,nyse,Vonage Holdings Corp.,6.2,1362.0062535999998,2006.0,Public Utilities,Telecommunications Equipment
WTI,nyse,"W&T Offshore, Inc.",2.49,342.80918627999995,2005.0,Energy,Oil & Gas Production
WNC,nyse,Wabash National Corporation,19.74,1193.24571114,1991.0,Capital Goods,Construction/Ag Equipment/Trucks
WDR,nyse,"Waddell & Reed Financial, Inc.",16.6,1398.9427062,1998.0,Finance,Investment Bankers/Brokers/Service
WAT,nyse,Waters Corporation,155.69,12466.95568483,1995.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
WTS,nyse,"Watts Water Technologies, Inc.",59.35,2029.74252095,1986.0,Capital Goods,Metal Fabrications
WTW,nyse,Weight Watchers International Inc,17.03,1090.32902654,2001.0,Consumer Services,Other Consumer Services
WCG,nyse,"WellCare Health Plans, Inc.",144.81,6442.7040594,2004.0,Health Care,Medical Specialities
WCC,nyse,"WESCO International, Inc.",65.35,3467.47616265,1999.0,Consumer Non-Durables,Telecommunications Equipment
WAL,nyse,Western Alliance Bancorporation,45.7,4813.6236838,2005.0,Finance,Major Banks
WES,nyse,"Western Gas Partners, LP",59.91,8568.93287163,2008.0,Public Utilities,Natural Gas Distribution
WNR,nyse,"Western Refining, Inc.",34.54,3754.4439449,2006.0,Energy,Integrated oil Companies
WLK,nyse,Westlake Chemical Corporation,62.71,8092.26433066,2004.0,Basic Industries,Major Chemicals
WLL,nyse,Whiting Petroleum Corporation,8.56,3151.20963752,2003.0,Energy,Oil & Gas Production
WG,nyse,"Willbros Group, Inc.",2.5,156.632345,1996.0,Energy,Oilfield Services/Equipment
WNS,nyse,WNS (Holdings) Limited,28.95,1445.92028535,2006.0,Miscellaneous,Business Services
XRM,nyse,"Xerium Technologies, Inc.",6.34,102.40967764,2005.0,Basic Industries,Textiles
XIN,nyse,Xinyuan Real Estate Co Ltd,4.28,281.2532236,2007.0,Basic Industries,Homebuilding
YGE,nyse,Yingli Green Energy Holding Company Limited,2.81,51.07561937,2007.0,Technology,Semiconductors
YPF,nyse,YPF Sociedad Anonima,25.78,10139.603803540002,1993.0,Energy,Integrated oil Companies
